OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
401,2018,WASHINGTON ATHLETIC CLUB,NonResidential,1975700025,1325 6TH AVE,SEATTLE,WA,98101,47.60968,-122.33379,DOWNTOWN,1,1930,21,0,305548,305548,0,Hotel,76,107.3,106.4,33263960,32993652,194.1,194.1,Hotel,310000,NA,,NA,,3845531,13120952,32053,3205294,16667408,1091.3,3.6,Compliant,No Issue
402,2018,US BANK CENTRE,NonResidential,1975700080,1420 5TH AVE,SEATTLE,WA,98101,47.61054,-122.33466,DOWNTOWN,7,1989,46,0,1536606,1023998,512608,Office,79,53.1,52.6,57955156,57372388,142.5,141,Office,1002403,Parking,377046,Other,53116,15686480,53522270,38501,3850100,0,347.4,0.3,Compliant,No Issue
403,2018,LOGAN BUILDING,NonResidential,1975700095,500 UNION ST,SEATTLE,WA,98101,47.61003,-122.33452,DOWNTOWN,1,1958,10,0,135918,135918,0,Office,77,49.2,48.1,7111132,6953774,106.3,105.3,Office,144570,NA,,NA,,1259330,4296834,0,0,2656939,152.7,1.1,Compliant,No Issue
405,2018,DECATUR BUILDING,NonResidential,1975700125,1511 6TH AVE,SEATTLE,WA,98101,47.61166,-122.33528,DOWNTOWN,1,1921,4,0,127268,127268,0,Office,57,58.3,58.3,7415072,7415072,151.8,151.8,Office,71284,Retail Store,44122,Other - Restaurant/Bar,11862,1923984,6564633,5946,594650,255787,62.7,0.5,Compliant,No Issue
406,2018,520 PIKE BUILDING,NonResidential,1975700160,520 PIKE ST,SEATTLE,WA,98101,47.61125,-122.33494,DOWNTOWN,7,1983,29,0,500000,500000,0,Office,84,46.3,46.6,19709608,19852626,129.6,130.5,Office,411301,Parking,80005,Retail Store,14528,5818472,19852626,0,0,0,53,0.1,Compliant,No Issue
408,2018,FOURTH & PIKE BUILDING,NonResidential,1975700235,1424 4TH AVE,SEATTLE,WA,98101,47.61005,-122.3361,DOWNTOWN,1,1926,10,0,132326,132326,0,Office,75,47.1,61.2,6229400,6206144,128.1,167,Office,92006,Retail Store,9328,Retail Store,19670,1735752,5922386,15,1541,303402,32,0.2,Compliant,No Issue
409,2018,WASHINGTON FEDERAL BUILDING,NonResidential,1975700240,425 PIKE ST,SEATTLE,WA,98101,47.61033,-122.3357,DOWNTOWN,7,1984,6,0,109830,96630,13200,Office,56,73.9,73.9,6172200,6172200,207,207,Office,72748,Parking,13321,Retail Store,8521,1808969,6172202,0,0,0,16.5,0.2,Compliant,No Issue
410,2018,MOTIF SEATTLE,NonResidential,1975700255,1414 4TH AVE,SEATTLE,WA,98101,47.60996,-122.33572,DOWNTOWN,7,1973,19,0,332067,272787,59280,Hotel,43,90.1,90.1,29909162,29909162,177,177,Hotel,332067,NA,,NA,,4266790,14558287,28936,2893594,12457282,854.8,3.1,Compliant,No Issue
412,2018,MIKEN BLDG.,NonResidential,1975700330,1417 4TH AVE,SEATTLE,WA,98101,47.60953,-122.33647,DOWNTOWN,1,1920,8,0,60660,60660,0,Office,63,39.5,39.5,2431995,2431995,110.7,110.7,Office,56567,Retail Store,4962,NA,,712777,2431995,0,0,0,6.5,0.1,Compliant,No Issue
413,2018,VANCE BUILDING & STERLING BLDG.,NonResidential,1975700340,1402 3RD AVE,SEATTLE,WA,98101,47.60902,-122.33674,DOWNTOWN,7,1929,14,0,137350,137350,0,Office,95,36.5,35,4996984,4793710,66.8,65,Office,137015,NA,,NA,,575217,1962642,0,0,2831068,155.7,1.1,Compliant,No Issue
414,2018,1411 BUILDING,NonResidential,1975700345,1411 4TH AVE,SEATTLE,WA,98101,47.60923,-122.33625,DOWNTOWN,7,1929,15,0,151039,151039,0,Office,81,,29.3,,3771780,,70.6,Office,125473,Bank Branch,3342,NA,,835663,2851283,0,0,0,7.6,0.1,Compliant,No Issue
415,2018,CENTURY SQUARE,NonResidential,1975700390,1501 4TH AVE,SEATTLE,WA,98101,47.61022,-122.33745,DOWNTOWN,7,1985,30,0,755000,620338,134662,Office,65,78.1,77,52313728,51614932,195,192.5,Office,643083,Parking,126891,Other,12589,12515990,42704558,85968,8596848,313542,587.2,0.9,Compliant,No Issue
417,2018,MELBOURNE TOWER OFF,NonResidential,1975700465,1511 3RD AVE,SEATTLE,WA,98101,47.60987,-122.33824,DOWNTOWN,7,1927,10,0,130893,130893,0,Office,87,48.6,48.1,6238426,6177322,136.1,134.7,Office,87925,Supermarket/Grocery Store,27177,Medical Office,13288,1810469,6177320,0,0,0,16.5,0.1,Compliant,No Issue
422,2018,TWO UNION SQUARE,NonResidential,1976700125,601 UNION ST,SEATTLE,WA,98101,47.61043,-122.33206,DOWNTOWN,1,1989,56,0,1605578,1215718,389860,Office,93,36,35.7,48440712,48039136,98.8,98.1,Office,1309517,Parking,389860,Retail Store,30744,13626490,46493584,5485,548538,996999,206.2,0.2,Compliant,No Issue
423,2018,ONE UNION SQUARE,NonResidential,1976700155,600 UNIVERSITY ST,SEATTLE,WA,98101,47.60967,-122.33229,DOWNTOWN,1,1980,36,1,794592,757986,36606,Office,97,34,33.8,25762024,25643960,93,92.6,Office,735372,Parking,36606,Retail Store,12885,7244935,24719718,9242,924243,0,115.1,0.2,Compliant,No Issue
424,2018,PARK PLACE OFFICE BLDG,NonResidential,1976700185,1200 6TH AVE,SEATTLE,WA,98101,47.60909,-122.33202,DOWNTOWN,1,1971,21,1,456304,353366,102938,Office,74,56.6,55.9,19854454,19634280,158.3,156.6,Office,340620,Parking,102938,Pre-school/Daycare,4674,5754478,19634279,0,0,0,52.4,0.1,Compliant,No Issue
425,2018,L&B CIP FIRST & STEWART LLC,NonResidential,1977200020,101 STEWART ST,SEATTLE,WA,98101,47.61029,-122.34089,DOWNTOWN,7,1986,12,0,115857,100717,15140,Office,83,48.1,47.7,4843844,4802266,134.7,133.5,Office,100717,Parking,11844,Restaurant,528,1407464,4802267,0,0,0,12.8,0.1,Compliant,No Issue
430,2018,MARSHALL BUILDING/DAHLIA LOUNGE,NonResidential,1977201245,2013 4TH AVE,SEATTLE,WA,98121,47.61304,-122.34059,DOWNTOWN,7,1925,4,0,52800,52800,0,Office,78,43.1,42.6,2235857,2206357,98.9,98.3,Office,38880,Restaurant,12960,NA,,465434,1588060,6183,618297,0,37.1,0.7,Compliant,No Issue
433,2018,300 PINE STREET,NonResidential,8634230000,300 PINE ST,SEATTLE,WA,98101,47.6113,-122.33844,DOWNTOWN,1,1929,8,0,861702,861702,0,Office,93,,29.3,,25420988,,73.8,Office,590164,Retail Store,277108,NA,,6144818,20966119,0,0,4085418,273.2,0.3,Compliant,No Issue
437,2018,VIRGINIA MASON- Lindeman Pavilion,NonResidential,1978200280,1201 TERRY AVE,SEATTLE,WA,98101,47.61048,-122.32837,EAST,3,1945,3,0,266000,162000,104000,Medical Office,65,88.2,87.9,14285642,14236464,223.3,223,Medical Office,162000,Parking,104000,NA,,3533673,12056892,16910,1691027,488546,148,0.9,Compliant,No Issue
438,2018,1101 MADISON TOWER,NonResidential,1978200625,1101 MADISON ST,SEATTLE,WA,98104,47.60921,-122.32425,EAST,1,1992,14,1,690158,282363,407795,Medical Office,39,100.9,100.9,27276008,27276008,282.5,282.5,Medical Office,270384,Parking,270383,NA,,7994141,27276009,0,0,0,72.8,0.3,Compliant,No Issue
441,2018,BEST WESTERN EXECUTIVE INN - SEATTLE,NonResidential,1991200540,200 TAYLOR AVE N,SEATTLE,WA,98109,47.62036,-122.34588,LAKE UNION,7,1979,5,0,109017,79608,29409,Hotel,44,91.7,91.7,10000023,10000023,189,189,Hotel,109017,NA,,NA,,1691362,5770927,42291,4229096,0,240,3,Compliant,No Issue
444,2018,FEDEX VAN TERMINAL,NonResidential,2024049016,651 S ALASKA ST,SEATTLE,WA,98108,47.56064,-122.32522,GREATER DUWAMISH,2,2001,1,0,123061,123061,0,Non-Refrigerated Warehouse,41,18.2,18.2,2240370,2240370,51,51,Non-Refrigerated Warehouse,123061,NA,,NA,,656615,2240369,0,0,0,6,0,Compliant,No Issue
446,2018,WASHINGTON STATE FERRIES,NonResidential,2024049060,6000 6TH AVE S,SEATTLE,WA,98108,47.54868,-122.3255,GREATER DUWAMISH,2,1963,1,0,59090,59090,0,Distribution Center,32,62.5,58.5,3695678,3455350,83,78.6,Distribution Center,47570,Office,11520,NA,,169772,579263,28761,2876087,0,154.3,2.6,Compliant,No Issue
447,2018,GTE SYLVANIA,NonResidential,2024049061,750 S MICHIGAN ST,SEATTLE,WA,98108,47.5471,-122.32406,GREATER DUWAMISH,2,1963,1,0,106000,106000,0,Non-Refrigerated Warehouse,42,28.7,27.2,3045946,2880476,47.7,46.1,Non-Refrigerated Warehouse,106000,NA,,NA,,311517,1062896,18176,1817580,0,99.4,0.9,Compliant,No Issue
449,2018,1551 EASTLAKE BLDG.,NonResidential,2107700210,1551 EASTLAKE AVE E,SEATTLE,WA,98102,47.63349,-122.32634,LAKE UNION,1,1962,3,0,158600,120200,38400,Office,16,173.5,172.7,20383574,20291256,442.6,441.8,Office,97498,Parking,32821,Laboratory,20000,5124841,17485957,28053,2805299,0,195.7,1.6,Compliant,No Issue
452,2018,1144 EASTLAKE BUILDING,NonResidential,2163901080,1144 EASTLAKE AVE E,SEATTLE,WA,98109,47.62958,-122.32826,LAKE UNION,3,2001,7,0,139200,94472,44728,Office,61,66.7,66.7,5479479,5479479,186.9,186.9,Office,82098,NA,,NA,,1605943,5479478,0,0,0,14.6,0.2,Compliant,No Issue
453,2018,701 DEXTER BUILDING,NonResidential,2249000245,701 DEXTER AVE N,SEATTLE,WA,98109,47.62566,-122.34287,MAGNOLIA / QUEEN ANNE,7,1984,6,0,95721,61800,33921,Office,93,28.1,27.7,2689538,2652427,78.7,77.6,Office,95721,Parking,31746,NA,,777382,2652427,0,0,0,7.1,0.1,Compliant,No Issue
455,2018,JUXT APARTMENTS (2017),Multifamily MR (5-9),2249000330,810 DEXTER AVE N,SEATTLE,WA,98109,47.62677,-122.3417,MAGNOLIA / QUEEN ANNE,1,2016,7,0,391386,320844,70542,Multifamily Housing,100,21.9,21.4,6623618,6466136,35.3,34.8,Multifamily Housing,300270,Parking,38137,Restaurant,1661,620396,2116790,43493,4349346,0,236.6,0.7,Compliant,No Issue
456,2018,1100 DEXTER,NonResidential,2249500235,1100 DEXTER AVE N,SEATTLE,WA,98109,47.62929,-122.34194,MAGNOLIA / QUEEN ANNE,7,1996,5,0,213283,98055,115228,Parking,89,37.5,37.5,4161459,4161459,104.9,104.9,Parking,112278,Office,111032,NA,,1219654,4161459,0,0,0,11.1,0.1,Compliant,No Issue
460,2018,NORTHGATE PLAZA,NonResidential,2434900030,9709 3RD AVE NE,SEATTLE,WA,98115,47.69917,-122.3268,NORTH,1,1983,5,0,127392,127392,0,Mixed Use Property,79,54.2,54.2,6902460,6902460,151.7,151.7,Medical Office,63321,Adult Education,30730,Office,27410,2022995,6902459,0,0,0,18.4,0.1,Compliant,No Issue
461,2018,NORTHGATE OFFICE BUILDING,NonResidential,2434900100,9750 3RD AVE NE,SEATTLE,WA,98115,47.70063,-122.32487,NORTH,5,1979,4,0,53730,53730,0,Office,31,77,75.6,4135108,4063196,215.5,211.7,Office,53730,Parking,0,NA,,1190855,4063197,0,0,0,10.8,0.2,Compliant,No Issue
462,2018,DELRIDGE BUILDING,NonResidential,2444600005,4045 DELRIDGE WAY SW,SEATTLE,WA,98106,47.5671,-122.36416,DELRIDGE NEIGHBORHOODS,1,1960,3,0,55593,55593,0,Office,44,78.5,76.7,4366274,4262216,174.4,172.4,Office,55593,NA,,NA,,855935,2920451,13418,1341765,0,79.1,1.4,Compliant,No Issue
463,2018,425 PONTIUS,NonResidential,2467400315,425 PONTIUS AVE N,SEATTLE,WA,98109,47.62269,-122.33224,LAKE UNION,7,1982,4,0,134056,73096,60960,Office,57,61.8,60.6,4456174,4364763,173.1,169.6,Office,72066,Parking,59137,NA,,1279239,4364763,0,0,0,11.7,0.2,Compliant,No Issue
464,2018,COSTCO 4TH AVE S,NonResidential,2617650020,4401 4TH AVE S,SEATTLE,WA,98134,47.5653,-122.33076,GREATER DUWAMISH,2,2005,1,0,158415,158415,0,Supermarket/Grocery Store,88,136.9,135.1,21679584,21395160,301.5,299.7,Supermarket/Grocery Store,158415,NA,,NA,,4187627,14288183,71070,7106977,0,415.6,2.6,Compliant,No Issue
465,2018,1000 DENNY WAY BUILDING,NonResidential,2693100010,1000 DENNY WAY,SEATTLE,WA,98109,47.61907,-122.33651,LAKE UNION,1,1929,8,0,287819,287819,0,Office,22,172.7,173.5,47340828,47573428,480.9,483.5,Office,243420,Data Center,17173,Restaurant,13547,13834760,47204201,3692,369213,0,145.6,0.5,Compliant,No Issue
467,2018,FRED MEYER BALLARD,NonResidential,1982202070,915 NW 45TH ST,SEATTLE,WA,98107,47.66057,-122.36857,BALLARD,6,1999,1,0,164437,164437,0,Retail Store,83,98.8,96.5,17467256,17057310,220.5,218,Retail Store,102653,Supermarket/Grocery Store,74102,Parking,0,3454798,11787771,52695,5269538,0,311.3,1.9,Compliant,No Issue
468,2018,INTERURBAN EXCHANGE II (Wainwright),NonResidential,1983200150,535 TERRY AVE N,SEATTLE,WA,98109,47.62402,-122.33755,LAKE UNION,1,2009,5,0,184482,118248,66234,Office,94,44,43.6,5259634,5211496,123,121.9,Office,118016,Parking,66234,Other,1595,1525534,5205122,64,6373,0,14.2,0.1,Compliant,No Issue
471,2018,428 WESTLAKE BUILDING,NonResidential,1983200245,428 WESTLAKE AVE N,SEATTLE,WA,98109,47.62286,-122.33804,LAKE UNION,7,2004,6,0,139282,86700,52582,Office,62,70.8,70.8,6273296,6273296,198.4,198.4,Office,88546,NA,,NA,,1838598,6273296,0,0,0,16.7,0.2,Compliant,No Issue
473,2018,CITY PLACE II (Fiona),NonResidential,1983200585,500 BOREN AVE N,SEATTLE,WA,98109,47.62383,-122.3356,LAKE UNION,7,2009,5,0,271071,172371,98700,Office,94,40.4,40.1,7473649,7426965,111.6,110.9,Office,168132,Parking,96918,Medical Office,16862,2128715,7263176,1638,163791,0,28.1,0.2,Compliant,No Issue
475,2018,FHCRC - ARNOLD BLDG,NonResidential,1984200135,1100 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62855,-122.33035,LAKE UNION,3,2002,5,0,560516,353919,206597,Office,53,84.8,84.5,31587050,31460560,191,191.3,Office,372503,Parking,189133,NA,,6402554,21845514,96150,9615048,0,569,1.6,Compliant,No Issue
476,2018,FHCRC - YALE BLDG,NonResidential,1984200185,823 YALE AVE N,SEATTLE,WA,98109,47.62621,-122.33128,LAKE UNION,3,2001,6,0,226592,131592,95000,Office,69,68.3,68.2,8989169,8978346,189,188.9,Office,131592,Parking,83178,NA,,2583669,8815479,1629,162868,0,32.2,0.2,Compliant,No Issue
481,2018,WESTLAKE TERRY - EAST BLDG,NonResidential,1986200185,321 TERRY AVE N,SEATTLE,WA,98109,47.62137,-122.33744,LAKE UNION,7,2006,4,0,209816,136143,73673,Office,91,53.4,53.1,7249862,7202268,122,121.6,Office,119953,Parking,79091,Fitness Center/Health Club/Gym,15803,1498710,5113599,20887,2088670,0,124.6,0.9,Compliant,No Issue
482,2018,WESTLAKE TERRY WEST BLDG,NonResidential,1986200215,320 WESTLAKE AVE N,SEATTLE,WA,98109,47.62131,-122.33814,LAKE UNION,7,2006,6,0,303103,193198,109905,Office,90,42.2,42.1,7794036,7779037,115.1,115,Office,178628,Parking,99368,Bank Branch,6015,2188857,7468380,3107,310656,0,36.4,0.2,Compliant,No Issue
486,2018,QUEEN ANNE STATION,NonResidential,1988200060,415 1ST AVE N,SEATTLE,WA,98109,47.623,-122.35589,MAGNOLIA / QUEEN ANNE,1,1964,4,0,127735,70135,57600,Office,56,86.3,83.4,6053674,5850110,143.6,140.5,Office,70135,Parking,61100,NA,,621857,2121776,37283,3728334,0,203.7,2.9,Compliant,No Issue
489,2018,200 WEST THOMAS BUILDING,NonResidential,1989200615,200 W THOMAS ST,SEATTLE,WA,98119,47.62115,-122.3597,MAGNOLIA / QUEEN ANNE,1,1974,5,0,88062,67236,20826,Office,73,50.7,50.2,3292304,3258778,141.9,140.5,Office,64962,Parking,20991,NA,,955093,3258779,0,0,0,8.7,0.1,Compliant,No Issue
490,2018,NORTH TOWER,NonResidential,1989200720,100 W HARRISON ST,SEATTLE,WA,98119,47.62224,-122.3585,MAGNOLIA / QUEEN ANNE,1,1972,5,0,87178,66762,20416,Office,70,45.2,44.1,3023296,2954559,126.5,123.6,Office,66925,Parking,13580,NA,,865932,2954559,0,0,0,7.9,0.1,Compliant,No Issue
491,2018,SOUTH TOWER,NonResidential,1989200740,100 W HARRISON ST,SEATTLE,WA,98119,47.62224,-122.3585,MAGNOLIA / QUEEN ANNE,1,1970,5,0,87178,66762,20416,Office,80,48.5,47.4,3252483,3176379,135.8,132.6,Office,67078,Parking,28285,NA,,930943,3176379,0,0,0,8.5,0.1,Compliant,No Issue
492,2018,QUEEN ANNE PLAZA,NonResidential,1989201010,201 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62003,-122.35706,MAGNOLIA / QUEEN ANNE,7,1985,4,0,86995,58195,28800,Office,83,45.3,45.3,2637148,2637148,126.9,126.9,Office,58195,Parking,28800,NA,,772904,2637147,0,0,0,7,0.1,Compliant,No Issue
493,2018,FIRST WEST BUILDING,NonResidential,1989201020,200 1ST AVE W,SEATTLE,WA,98119,47.62014,-122.35768,MAGNOLIA / QUEEN ANNE,1,1971,5,1,88000,66400,21600,Office,82,47,46.3,3188626,3136272,111.3,110.4,Office,67778,Parking,19843,NA,,702176,2395825,7404,740447,0,45.7,0.7,Compliant,No Issue
499,2018,ASIAN COUNSELING and REFERRAL SERVICE BUILDING,NonResidential,1426300170,3639 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98144,47.57083,-122.29732,GREATER DUWAMISH,1,2008,3,0,76598,55188,21410,Medical Office,77,75.8,74.4,4180972,4105836,147.8,146.3,Medical Office,55188,Parking,21410,NA,,630616,2151662,19542,1954174,0,109.5,2,Compliant,No Issue
500,2018,FRED MEYER,NonResidential,1453601660,13000 LAKE CITY WAY NE,SEATTLE,WA,98125,47.7237,-122.29232,NORTH,1,1995,2,1,308965,121087,187878,Supermarket/Grocery Store,85,127.6,124.9,15452090,15128619,269.8,266.9,Supermarket/Grocery Store,121087,Parking,0,NA,,2753136,9393700,57349,5734919,0,329.7,2.7,Compliant,No Issue
503,2018,RESTAURANT DEPOT,NonResidential,1824049003,3670 E MARGINAL WAY S,SEATTLE,WA,98134,47.56895,-122.33775,GREATER DUWAMISH,2,2008,1,0,63225,63225,0,Supermarket/Grocery Store,73,114.6,115.2,7247689,7286562,321,322.7,Supermarket/Grocery Store,63225,NA,,NA,,2135569,7286561,0,0,0,19.5,0.3,Not Compliant,Default Data
518,2018,AURORA ACRES BUILDING (RETAIL PLAZA),NonResidential,1926049371,13200 AURORA AVE N,SEATTLE,WA,98133,47.7249,-122.34332,NORTHWEST,5,1967,1,0,114000,114000,0,Retail Store,47,158.5,158.3,18087222,18069536,294.8,295.3,Retail Store,57805,Supermarket/Grocery Store,56312,NA,,2465598,8412620,96569,9656914,0,535.3,4.7,Compliant,No Issue
520,2018,THE BURKE BLDG,NonResidential,1972203220,400 N 34TH ST,SEATTLE,WA,98103,47.65086,-122.35412,LAKE UNION,6,1988,3,0,124071,95426,28645,Office,70,48.5,48.5,4684876,4684876,135.9,135.9,Office,96504,NA,,NA,,1373059,4684877,0,0,0,12.5,0.1,Account Requires Verification,Possible Energy Data Error
521,2018,THE EVANSTON BUILDING,NonResidential,1972206507,501 N 34TH ST,SEATTLE,WA,98103,47.64963,-122.35158,LAKE UNION,1,2000,4,0,90000,53472,36528,Office,32,86.6,86.6,4631175,4631175,242.5,242.5,Office,53472,NA,,NA,,1357320,4631176,0,0,0,12.4,0.2,Compliant,No Issue
523,2018,ADOBE BUILDING-801-N 34 ST.,NonResidential,1973200385,801 N 34TH ST,SEATTLE,WA,98103,47.64822,-122.34848,LAKE UNION,1,1999,3,0,280957,166128,114829,Office,98,66.4,66.4,10958097,10958097,182.4,182.4,Office,152579,Parking,93893,Data Center,7500,3112320,10619236,3351,335066,0,46.1,0.3,Compliant,No Issue
527,2018,NORTHWEST CORPORATE PARK DISTRIBUTION WAREHOUSE,NonResidential,2738100355,5900 4TH AVE S,SEATTLE,WA,98108,47.54983,-122.32858,GREATER DUWAMISH,1,1967,2,0,90000,90000,0,Non-Refrigerated Warehouse,78,17.1,17.1,1541569,1534672,43.7,43.8,Non-Refrigerated Warehouse,70000,Office,20000,NA,,390059,1330882,2038,203790,0,14.4,0.2,Compliant,No Issue
528,2018,OREGON TILE AND MARBLE,NonResidential,2738100425,5930 6TH AVE S,SEATTLE,WA,98108,47.55032,-122.32614,GREATER DUWAMISH,1,1966,1,0,50200,50200,0,Distribution Center,76,22.2,21.2,1114362,1066583,39.8,38.8,Distribution Center,50200,Parking,0,NA,,138513,472605,5940,593978,0,32.8,0.7,Compliant,No Issue
529,2018,BALLARD BUILDING,NonResidential,2767701055,2208 NW MARKET ST,SEATTLE,WA,98107,47.66891,-122.38528,BALLARD,1,1925,6,0,94033,87833,6200,Office,73,57.3,55.9,5032714,4910906,120.9,119.5,Office,59506,Retail Store,14942,Fitness Center/Health Club/Gym,13385,893584,3048910,18620,1861996,0,107,1.2,Compliant,No Issue
532,2018,BALLARD BLOCK I - 4609 14th AVE NW,NonResidential,2768303190,4609 14TH AVE NW,SEATTLE,WA,98107,47.66242,-122.374,BALLARD,1,2008,2,1,91327,64034,27293,Retail Store,13,108.3,107.3,6932792,6870782,253.2,252.2,Retail Store,64034,Parking,27293,NA,,1496559,5106259,17645,1764524,0,107.3,1.7,Compliant,No Issue
538,2018,5TH & JACKSON BUILDING,NonResidential,5247801292,315 5TH AVE S,SEATTLE,WA,98104,47.59963,-122.32796,DOWNTOWN,1,2002,10,0,181694,143508,38186,Office,85,42.9,42.9,6497950,6497950,120.1,120.1,Office,149945,Parking,32171,Other,1547,1904440,6497949,0,0,0,17.3,0.1,Compliant,No Issue
540,2018,NWCP BLDG K,NonResidential,5367201155,6136 6TH AVE S,SEATTLE,WA,98108,47.54769,-122.3251,GREATER DUWAMISH,2,1966,1,0,22780,22780,0,Non-Refrigerated Warehouse,44,16.7,16.7,379377,379377,46.6,46.6,Non-Refrigerated Warehouse,22780,NA,,NA,,111189,379377,0,0,0,1,0,Compliant,No Issue
546,2018,NW CORPORATE PARK,NonResidential,5367204745,410 S FRONT ST,SEATTLE,WA,98108,47.54853,-122.32814,GREATER DUWAMISH,2,1966,1,0,85400,85400,0,Non-Refrigerated Warehouse,37,17.8,17.8,1517740,1517740,49.8,49.8,Non-Refrigerated Warehouse,85400,NA,,NA,,444824,1517740,0,0,0,4.1,0,Compliant,No Issue
547,2018,NW CORPORATE PARK,NonResidential,5367204745,6001 6TH AVE S,SEATTLE,WA,98108,47.54912,-122.32819,GREATER DUWAMISH,2,1966,1,0,55700,55700,0,Non-Refrigerated Warehouse,68,7.1,7.1,393970,393970,19.8,19.8,Non-Refrigerated Warehouse,55700,NA,,NA,,115466,393970,0,0,0,1.1,0,Compliant,No Issue
549,2018,400 MERCER STREET OFFICE BUILDING,NonResidential,5457801420,400 MERCER ST,SEATTLE,WA,98109,47.62476,-122.34843,MAGNOLIA / QUEEN ANNE,7,1987,6,0,80019,51592,28427,Office,97,26,25.1,2045542,1978199,55.8,54.9,Office,78672,NA,,NA,,375616,1281602,6966,696597,0,40.4,0.8,Compliant,No Issue
558,2018,QFC & DOLLAR STORE,NonResidential,6632300290,1549 NE 145TH ST,SEATTLE,WA,98155,47.73315,-122.3105,NORTH,5,1980,1,0,58480,58480,0,Supermarket/Grocery Store,67,231.7,231.4,10296231,10281134,473,473.4,Supermarket/Grocery Store,44431,NA,,NA,,1714819,5850962,44302,4430171,0,250.9,4.3,Compliant,No Issue
559,2018,YALE & THOMAS,NonResidential,6847700105,325 EASTLAKE AVE E,SEATTLE,WA,98109,47.62151,-122.32941,LAKE UNION,1,1981,4,0,183578,183578,0,Office,90,35.5,35.5,6465903,6465903,99.3,99.3,Office,182305,Parking,115477,Data Center,0,1895048,6465904,0,0,0,17.3,0.1,Compliant,No Issue
561,2018,ALLEY 24 EAST,NonResidential,6849700145,221 YALE AVE N,SEATTLE,WA,98109,47.62029,-122.33078,LAKE UNION,1,2005,6,0,336700,211900,124800,Office,90,42.1,42.1,9180250,9180250,117.9,117.9,Office,211977,Parking,124620,Retail Store,6000,2690577,9180249,0,0,0,24.5,0.1,Compliant,No Issue
562,2018,REI - SEATTLE,NonResidential,6849700205,222 YALE AVE N,SEATTLE,WA,98109,47.62,-122.33027,LAKE UNION,7,1996,4,0,264008,104014,159994,Parking,22,85.6,83.5,8460161,8250465,195.1,192.9,Parking,162640,Retail Store,92200,Office,6663,1743366,5948365,23021,2302100,0,138.1,1.3,Compliant,No Issue
564,2018,900 POPLAR BUILDING,NonResidential,7132800055,900 POPLAR PL S,SEATTLE,WA,98144,47.59388,-122.31124,GREATER DUWAMISH,1,1970,1,0,65430,65430,0,Non-Refrigerated Warehouse,29,59,57.1,3862546,3733365,120.1,118,Non-Refrigerated Warehouse,65430,NA,,NA,,636834,2172877,15605,1560488,0,88.7,1.4,Compliant,No Issue
565,2018,NORTHCUT LANDING,NonResidential,7174800132,4915 25TH AVE NE,SEATTLE,WA,98105,47.66517,-122.30186,NORTHEAST,4,2006,3,0,102290,59850,42440,Office,26,70.5,70.3,5905480,5883357,193.3,193,Office,83715,Parking,18575,NA,,1671486,5703110,1802,180248,0,24.8,0.4,Compliant,No Issue
568,2018,K2 and IRON MOUNTAIN (SEATTLE 4),NonResidential,7376600510,4201 6TH AVE S,SEATTLE,WA,98108,47.56407,-122.32765,GREATER DUWAMISH,1,1991,2,0,323916,323916,0,Non-Refrigerated Warehouse,76,15,15,4852144,4852144,39,39,Non-Refrigerated Warehouse,292416,Office,31500,NA,,1260231,4299908,5522,552235,0,40.8,0.1,Compliant,No Issue
569,2018,PACIFIC TOWER,NonResidential,2829600110,1200 12TH AVE S,SEATTLE,WA,98144,47.5928,-122.31599,GREATER DUWAMISH,2,1932,14,0,304052,304052,0,Mixed Use Property,58,70.7,69.3,21406036,20999864,182.1,178.9,Office,209604,Parking,156487,Medical Office,93366,5385136,18374084,26258,2625779,0,188.5,0.6,Compliant,No Issue
573,2018,EASTLAKE & ROY - YALE CAMPUS,NonResidential,2925049098,617 EASTLAKE AVE E,SEATTLE,WA,98109,47.62488,-122.33007,LAKE UNION,7,1990,5,0,144573,77953,66620,Office,67,55.6,54.6,4368869,4286711,155.8,152.9,Office,78521,Parking,66650,NA,,1256363,4286711,0,0,0,11.4,0.1,Compliant,No Issue
